h_km,gamma_theo
8.608695652173914,0.7598236049852789
8.695652173913045,0.761383266659504
8.782608695652174,0.7629499613069786
8.869565217391305,0.7645234782671704
8.956521739130435,0.7661036069239895
9.043478260869566,0.7676901367517522
9.130434782608695,0.7692828573608652
9.217391304347826,0.7708815585432126
9.304347826086955,0.7724860303172354
9.391304347826088,0.7740960629726878
9.478260869565219,0.7757114471150615
9.565217391304348,0.7773319737096587
9.652173913043478,0.7789574341253102
9.739130434782608,0.7805876201777169
9.82608695652174,0.7822223241724107
9.91304347826087,0.7838613389473177
10.0,0.7855044579149147
10.08695652173913,0.7871514751039672
10.173913043478262,0.7888021852008363
10.260869565217392,0.7904563835903465
10.347826086956522,0.7921138663962008
10.434782608695652,0.7937744305209344
10.521739130434781,0.7954378736853964
10.608695652173914,0.7971039944677498
10.695652173913045,0.7987725923419795
10.782608695652174,0.8004434677158989
10.869565217391305,0.8021164219686477
10.956521739130435,0.8037912574876694
11.043478260869566,0.8054677777051611
11.130434782608695,0.8071457871339877
11.217391304347826,0.8088250914030518
11.304347826086955,0.8105054972921111
11.391304347826088,0.8121868127660362
11.478260869565219,0.8138688470085018
11.565217391304348,0.8155514104551034
11.652173913043478,0.8172343148258927
11.73913043478261,0.8189173731573269
11.82608695652174,0.8206003998336231
11.91304347826087,0.8222832106175143
12.0,0.8239656226803983
12.08695652173913,0.8256474546318783
12.173913043478262,0.8273285265486854
12.260869565217392,0.8290086600029825
12.347826086956522,0.8306876780900402
12.434782608695652,0.8323654054552867
12.521739130434783,0.8340416683207201
12.608695652173914,0.8357162945106862
12.695652173913045,0.8373891134770142
12.782608695652174,0.8390599563235079
12.869565217391305,0.8407286558297911
12.956521739130435,0.842395046474501
13.043478260869566,0.8440589644578324
13.130434782608695,0.845720247723424
13.217391304347826,0.8473787359795926
13.304347826086955,0.8490342707199047
13.391304347826088,0.8506866952430938
13.478260869565219,0.852335854672314
13.565217391304348,0.8539815959737337
13.652173913043478,0.8556237679744683
13.73913043478261,0.8572622213798498
13.82608695652174,0.8588968087900355
13.91304347826087,0.8605273847159547
14.0,0.8621538055945938
14.08695652173913,0.863775929803621
14.173913043478262,0.8653936176753517
14.260869565217392,0.8670067315100558
14.347826086956522,0.868615135588607
14.434782608695652,0.870218696184478
14.521739130434783,0.8718172815750821
14.608695652173914,0.8734107620524629
14.695652173913045,0.8749990099333369
14.782608695652174,0.8765818995684883
14.869565217391305,0.8781593073515213
14.956521739130435,0.879731111726972
15.043478260869566,0.881297193197784
15.130434782608695,0.8828574343321494
15.217391304347826,0.8844117197697204
15.304347826086955,0.8859599362271962
15.391304347826088,0.8875019725032862
15.478260869565219,0.8890377194830572
15.565217391304348,0.8905670701416674
15.652173913043478,0.8920899195474918
15.73913043478261,0.8936061648646446
15.82608695652174,0.8951157053549028
15.91304347826087,0.8966184423790375
16.0,0.8981142793975576
16.08695652173913,0.89960312197087
16.17391304347826,0.9010848777588656
16.26086956521739,0.9025594565199336
16.347826086956523,0.9040267701094125
16.434782608695652,0.9054867324774811
16.521739130434785,0.9069392596665012
16.60869565217391,0.908384269807812
16.695652173913043,0.9098216831179876
16.782608695652176,0.9112514218945632
16.869565217391305,0.9126734105112354
16.956521739130437,0.9140875754125461
17.043478260869563,0.9154938451080554
17.130434782608695,0.9168921501660113
17.217391304347828,0.9182824232065248
17.304347826086957,0.9196645988942546
17.39130434782609,0.9210386139306144
